name,age,occupation,location,country,lat,lng,dod,source
Lebedeva Natalya Vladimirovna,48,Doctor,Moscow Oblast,Russia,55.340396,38.2917651,NA,russia
Levin Ilya,NA,Doctor,Moscow,Russia,55.755826,37.6172999,NA,russia
Levchenko Klavdiya Konstantinovna,64,Other,Saratov Oblast,Russia,51.83692629999999,46.7539397,NA,russia
Levchenko Konstantin Anatolyevich,59,Doctor,Stavropol Krai,Russia,44.6680993,43.520214,NA,russia
Lemaev Alexey Alexandrovich,37,Nurse,Moscow Oblast,Russia,55.340396,38.2917651,NA,russia
Leontieva Galina Aleksandrovna,51,Other Medical,Tver Oblast,Russia,57.0021654,33.9853142,NA,russia
Litvinova Valentina Vasilievna,62,Nurse,Krasnodar Krai,Russia,45.6415289,39.7055977,NA,russia
Litvinova Galina Anatolevna,59,Doctor,Saint Petersburg,Russia,59.9310584,30.3609096,NA,russia
Litvinova Nina Vasilievna,65,Nurse,Moscow,Russia,55.755826,37.6172999,NA,russia
Lifanov Pavel Valerievich,37,Doctor,Moscow,Russia,55.755826,37.6172999,NA,russia
Likhoperskaya Olga Alekseevna,57,Nurse,Moscow Oblast,Russia,55.340396,38.2917651,NA,russia
Lobachev Nikolay,39,Doctor,Mordovia Republic,Russia,54.2369441,44.068397,NA,russia
Lobzhanidze Yuri Ksenofontovich,80,Doctor,Stavropol Krai,Russia,44.6680993,43.520214,NA,russia
Logvinova Lyubov Vasilievna,69,Other Medical,Tula Oblast,Russia,54.163768,37.5649507,NA,russia
Lopanova Maria Ivanovna,19,Doctor,Nizhny Novgorod,Russia,56.3268684,44.0058793,NA,russia
Lopatina Anna,41,Nurse,Astrakhan,Russia,46.3586008,48.05694829999999,NA,russia
Lopukhov Sergey Ivanovich,43,Other,Samara,Russia,53.203772,50.1606382,NA,russia
Loseva Elena Dmitrievna,61,Other Medical,Nizhny Novgorod,Russia,56.3268684,44.0058793,NA,russia
Loshkarev Victor Albertovich,59,Other Medical,Perm,Russia,58.00916830000001,56.22696740000001,NA,russia
Lukmanov Ildar Indusovich,60,Other Medical,Republic of Bashkortostan,Russia,54.2312172,56.1645257,NA,russia
Lukyanova Elena Alexandrovna,44,Doctor,Moscow,Russia,55.755826,37.6172999,NA,russia
Lungu Nadezhda Georgievna,59,Doctor,Khanty-Mansi Autonomous Okrug,Russia,62.2287062,70.6410057,NA,russia
Lunkova Marina Viktorovna,60,Other Medical,Moscow Oblast,Russia,55.340396,38.2917651,NA,russia
Lyutikova Ekaterina Aleksandrovna,59,Other,Omsk,Russia,54.9913545,73.3645204,NA,russia
Lyadunkin Igor Evaldovich,71,Other Medical,Tomsk,Russia,56.4884295,84.9480469,NA,russia
Lyamzin Andrey,58,Doctor,Mordovia Republic,Russia,54.2369441,44.068397,NA,russia
Magomedov Aligrich Musagadzhievich,35,Other Medical,Moscow,Russia,55.755826,37.6172999,NA,russia
Magomedov Akhmedkhan Dzhalilovich,65,Doctor,Republic of Dagestan,Russia,42.14318859999999,47.0949799,NA,russia
Magomedov Dzhamalutdin Murtazalievich,60,Doctor,Moscow Oblast,Russia,55.340396,38.2917651,NA,russia
Magomedova Aizanat Rabadanovna,53,Nurse,Republic of Dagestan,Russia,42.14318859999999,47.0949799,NA,russia
Magomedova Aminat Musaevna,NA,Other Medical,Republic of Dagestan,Russia,42.14318859999999,47.0949799,NA,russia
Magomedova Umkhaybat Akhmedovna,66,Nurse,Republic of Dagestan,Russia,42.14318859999999,47.0949799,NA,russia
Mazalova Galina Sergeevna,68,Other Medical,Novosibirsk,Russia,54.9832693,82.8963831,NA,russia
Mazurova Pelageya Anatolyevna,65,Doctor,Sevastopol,Russia,44.61665,33.5253671,NA,russia
Mayorova Natalia Donatovna,54,Doctor,Kirov,Russia,58.6030012,49.6679437,NA,russia
Mayorova Nina Modestovna,46,Nurse,Udmurt Republic,Russia,57.0670218,53.0277948,NA,russia
Mayboroda Elena Leonidovna,62,Doctor,Tyumen Oblast,Russia,56.9634387,66.948278,NA,russia
Makas Lyubov Stepanovna,72,Doctor,Rostov Oblast,Russia,47.6853247,41.8258952,NA,russia
Makasheva Svetlana Alekseevna,55,Nurse,Samara,Russia,53.203772,50.1606382,NA,russia
Makolin Igor Albertovich,62,Doctor,Moscow,Russia,55.755826,37.6172999,NA,russia
Maksimenko Klavdiya Aleksandrovna,70,Other Medical,Volgograd Oblast,Russia,49.7604522,45,NA,russia
Maleeva Tatyana Nikolaevna,39,Other,Ivanovo Oblast,Russia,57.1056854,41.4830084,NA,russia
Malin Alexander Viktorovich,NA,Other Medical,Tyumen Oblast,Russia,56.9634387,66.948278,NA,russia
Mamaev Vladimir Vasilievich,NA,Doctor,Yekaterinburg,Russia,56.8430993,60.64540859999999,NA,russia
Manakov Anatoly Ivanovich,NA,Other Medical,Yekaterinburg,Russia,56.8430993,60.64540859999999,NA,russia
Manochkina Olga Anatolevna,49,Nurse,Novosibirsk,Russia,54.9832693,82.8963831,NA,russia
Mansurova Dina Akhmyatovna,56,Nurse,Moscow,Russia,55.755826,37.6172999,NA,russia
Mansurov Yuri Vladimirovich,54,Doctor,Yekaterinburg,Russia,56.8430993,60.64540859999999,NA,russia
Manko Sergey Petrovich,70,Other Medical,Tyumen,Russia,57.1553394,65.5618637,NA,russia
Man'kovich Vladimir Samuilovich,67,Other,Saint Petersburg,Russia,59.9310584,30.3609096,NA,russia
Marenkov Nikolay Ivanovich,58,Other,Volgograd Oblast,Russia,49.7604522,45,NA,russia
Markin Alexander Vyacheslavovich,37,Other,Orenburg,Russia,51.768156,55.0969797,NA,russia
Markina Anna Pavlovna,64,Nurse,Moscow Oblast,Russia,55.340396,38.2917651,NA,russia
Markova Natalya Viktorovna,45,Nurse,Veliky Novgorod,Russia,58.52556980000001,31.2741929,NA,russia
Martemyanova Emilia Viktorovna,87,Doctor,Leningrad Oblast,Russia,60.0793208,31.8926645,NA,russia
Martynov Alexey Alexandrovich,33,Doctor,Moscow Oblast,Russia,55.340396,38.2917651,NA,russia
Marchenko Tatiana Vasilievna,63,Nurse,Krasnodar Krai,Russia,45.6415289,39.7055977,NA,russia
Marchenkov Sergey Gennadevich,47,Other Medical,Moscow,Russia,55.755826,37.6172999,NA,russia
Marchenkova Elena Mikhailovna,57,Nurse,Bryansk Oblast,Russia,53.0408599,33.26909,NA,russia
Marshev Mikhail Yuryevich,53,Doctor,Moscow,Russia,55.755826,37.6172999,NA,russia
Maslov Alexander Ruslanovich,65,Other Medical,Sverdlovsk Oblast,Russia,59.007735,61.9316226,NA,russia
Maslova Julia Ivanovna,72,Nurse,Moscow,Russia,55.755826,37.6172999,NA,russia
Masumova Nina,61,Nurse,Moscow,Russia,55.755826,37.6172999,NA,russia
Matveev Anatoly Lvovich,63,Doctor,Samara,Russia,53.203772,50.1606382,NA,russia
Matveev Gennady Nikolaevich,79,Retired,Moscow,Russia,55.755826,37.6172999,NA,russia
Matveev Sergey Alexandrovich,58,Doctor,Omsk,Russia,54.9913545,73.3645204,NA,russia
Maturina Asiya Izmailovna,58,Nurse,Penza,Russia,53.2272903,45,NA,russia
Makhai Alexander Ivanovich,78,Doctor,Voronezh Oblast,Russia,50.8589713,39.8644374,NA,russia
Makhov Igor,65,Doctor,Sverdlovsk Oblast,Russia,59.007735,61.9316226,NA,russia
Medzhidova Aminat Musaevna,44,Other Medical,Republic of Dagestan,Russia,42.14318859999999,47.0949799,NA,russia
Melkumyan Lev Aleksandrovich,52,Other Medical,Krasnodar Krai,Russia,45.6415289,39.7055977,NA,russia
Melnichuk Tatiana Sergeevna,42,Doctor,Chelyabinsk Oblast,Russia,54.43194219999999,60.87889629999999,NA,russia
Menaker Igor Olegovich,NA,Doctor,Saint Petersburg,Russia,59.9310584,30.3609096,NA,russia
Menshikov Grigory Ivanovich,61,Other Medical,Tula Oblast,Russia,54.163768,37.5649507,NA,russia
Menshin Sergey Vladimirovich,62,Other,Volgograd,Russia,48.708048,44.5133035,NA,russia
Dmitry Merkulov,56,Doctor,Moscow Oblast,Russia,55.340396,38.2917651,NA,russia
Merkulov Maxim Yuryevich,56,Other Medical,Moscow Oblast,Russia,55.340396,38.2917651,NA,russia
Merkushova Nadezhda Vasilievna,NA,Doctor,Orenburg,Russia,51.768156,55.0969797,NA,russia
Mersh Tamara Ivanovna,54,Other Medical,Moscow Oblast,Russia,55.340396,38.2917651,NA,russia
Miguel Valentina Pavlovna,71,Doctor,Krasnodar Krai,Russia,45.6415289,39.7055977,NA,russia
Mikutskiy Dmitry Viktorovich,46,Doctor,Perm,Russia,58.00916830000001,56.22696740000001,NA,russia
Minakova Vera Nikolaevna,58,Nurse,Kursk,Russia,51.7482395,36.1947023,NA,russia
Minakova Elena Vasilievna,57,Doctor,Voronezh Oblast,Russia,50.8589713,39.8644374,NA,russia
Mineeva Nadezhda Yurievna,62,Nurse,Vladimir Oblast,Russia,56.1553465,40.5926685,NA,russia
Mineeva Nadezhda Nikolaevna,57,Nurse,Mordovia Republic,Russia,54.2369441,44.068397,NA,russia
Minina Irina Sergeevna,61,Doctor,Altai Krai,Russia,51.7936298,82.6758596,NA,russia
Minnetdinov Rashit Shamilovich,66,Doctor,Republic of Tatarstan,Russia,55.1802364,50.7263945,NA,russia
Minko Alexander Viktorovich,59,Doctor,Moscow,Russia,55.755826,37.6172999,NA,russia
Minyaeva Tatyana Grigoryevna,NA,Nurse,Moscow,Russia,55.755826,37.6172999,NA,russia
Mirakhmedova Minovar Saidmursalovna,56,Nurse,Republic of Dagestan,Russia,42.14318859999999,47.0949799,NA,russia
Mirzoeva Larisa Gayrbekovna,35,Other Medical,Chechnya,Russia,43.4023301,45.7187468,NA,russia
Mironova Natalya Sergeevna,44,Nurse,Chuvashia Republic,Russia,55.55959920000001,46.9283535,NA,russia
Mironova Tatyana Alekseevna,63,Other Medical,Kursk Oblast,Russia,51.76340260000001,35.3811812,NA,russia
Miroshnikov Vadim Petrovich,67,Other Medical,Krasnoyarsk Krai,Russia,64.24797579999999,95.11041759999999,NA,russia
Mikhailov Konstantin Borisovich,51,Doctor,Orenburg,Russia,51.768156,55.0969797,NA,russia
Mikhailov Petr Konstantinovich,76,Doctor,Chuvashia Republic,Russia,55.55959920000001,46.9283535,NA,russia
Mikheeva Alevtina Nikolaevna,61,Nurse,Leningrad Oblast,Russia,60.0793208,31.8926645,NA,russia
Mikhin Alexander Nikolaevich,70,Doctor,Moscow,Russia,55.755826,37.6172999,NA,russia
Mikhnev Igor Ivanovich,58,Other Medical,Moscow,Russia,55.755826,37.6172999,NA,russia
Movlanova Sevinj Kazievna,69,Other Medical,Moscow Oblast,Russia,55.340396,38.2917651,NA,russia
Mokrousova Maria Sergeevna,27,Nurse,Moscow Oblast,Russia,55.340396,38.2917651,NA,russia
Mongush Eltona Nikolaevna,NA,Doctor,Tuva Republic,Russia,51.8872669,95.62601719999999,NA,russia
Morozov Alexander Leonidovich,45,Doctor,Bashkortostan,Russia,56.24397370000001,56.25425929999999,NA,russia
Morozova Ekaterina Fyodorovna,65,Doctor,Nizhny Novgorod,Russia,56.3268684,44.0058793,NA,russia
Mosyagina Natalia Anatolyevna,62,Nurse,Moscow,Russia,55.755826,37.6172999,NA,russia
Mrakin Igor Viktorovich,60,Doctor,Astrakhan,Russia,46.3586008,48.05694829999999,NA,russia
Muzlanov Mikhail Petrovich,60,Other,Moscow,Russia,55.755826,37.6172999,NA,russia
Muravei Vladimir Nikolaevich,76,Doctor,Samara,Russia,53.203772,50.1606382,NA,russia
Muravlev Victor Sergeevich,59,Other Medical,Moscow Oblast,Russia,55.340396,38.2917651,NA,russia
Muratov Marat Spartakovich,50,Other Medical,Moscow,Russia,55.755826,37.6172999,NA,russia
Murashkin Igor Valentinovich,57,Doctor,Moscow,Russia,55.755826,37.6172999,NA,russia
Murashko Elena Mikhailovna,57,Doctor,Moscow,Russia,55.755826,37.6172999,NA,russia
Mussaeva Valentina Ivanovna,61,Doctor,Penza,Russia,53.2272903,45,NA,russia
Mustafaeva Badiyat Makhmudovna,65,Nurse,Republic of Dagestan,Russia,42.14318859999999,47.0949799,NA,russia
Mutaev Shikhshunat Mutaevich,75,Doctor,Republic of Dagestan,Russia,42.14318859999999,47.0949799,NA,russia
Mukhamedrakhimov Ravil Rashidovich,NA,Other Medical,Republic of Bashkortostan,Russia,54.2312172,56.1645257,NA,russia
Mukhametshina Zulia Khusnetdinovna,66,Other Medical,Bashkortostan,Russia,56.24397370000001,56.25425929999999,NA,russia
Myzgin Vladimir Nikolaevich,68,Other Medical,Volgograd,Russia,48.708048,44.5133035,NA,russia
Myachina Lidiya Alekseevna,60,Nurse,Moscow Oblast,Russia,55.340396,38.2917651,NA,russia
Nam Aislu Kusainovna,60,Other Medical,Orenburg,Russia,51.768156,55.0969797,NA,russia
Namashamov Bakytbek Zhumanazarovich,59,Doctor,Moscow,Russia,55.755826,37.6172999,NA,russia
Nasser Gassan Nazim,40,Doctor,Republic of Tatarstan,Russia,55.1802364,50.7263945,NA,russia
Naumova Valentina,41,Nurse,Yaroslavl Oblast,Russia,57.8991523,38.8388633,NA,russia
Naumova Irina Alekseevna,60,Nurse,Tula,Russia,54.204836,37.6184915,NA,russia
Naumova Olga Grigoryevna,38,Doctor,Kursk,Russia,51.7482395,36.1947023,NA,russia
Nafikova Ryashidya Usmanovna,73,Nurse,Moscow Oblast,Russia,55.340396,38.2917651,NA,russia
Nelikaev Yuri Sergeevich,35,Doctor,Kursk Oblast,Russia,51.76340260000001,35.3811812,NA,russia
Nenashev Dmitry Vladimirovich,65,Doctor,Saint Petersburg,Russia,59.9310584,30.3609096,NA,russia
Nepomnyashchaya Elena Alexandrovna,47,Doctor,Krasnoyarsk Krai,Russia,64.24797579999999,95.11041759999999,NA,russia
Neporozhneva Olga Borisovna,57,Other Medical,Moscow,Russia,55.755826,37.6172999,NA,russia
Nesterenko Anna Savelievna,NA,Other Medical,Moscow Oblast,Russia,55.340396,38.2917651,NA,russia
Nesterov Alexander Mikhailovich,71,Doctor,Kursk Oblast,Russia,51.76340260000001,35.3811812,NA,russia
Nesterov Vladimir Kupriyanovich,53,Doctor,Rostov-on-Don,Russia,47.2357137,39.701505,NA,russia
Elena Nikolaevna Nefedova,53,Other Medical,Mordovia Republic,Russia,54.2369441,44.068397,NA,russia
Nikitin Eugene Stanislavovich,62,Other Medical,Moscow,Russia,55.755826,37.6172999,NA,russia
Nikitkova Tatyana Alekseevna,NA,Doctor,Moscow Oblast,Russia,55.340396,38.2917651,NA,russia
Nikiforov Denis Valerievich,39,Doctor,Kaliningrad,Russia,54.7104264,20.4522144,NA,russia
Nikolaev Mikhail Alexandrovich,72,Doctor,Chuvashia Republic,Russia,55.55959920000001,46.9283535,NA,russia
Nikolaeva Elena Pavlovna,55,Doctor,Samara,Russia,53.203772,50.1606382,NA,russia
Nikolaenko Eduard Mikhailovich,80,Doctor,Moscow,Russia,55.755826,37.6172999,NA,russia
Nikonorova Elena Pavlovna,56,Nurse,Bashkortostan,Russia,56.24397370000001,56.25425929999999,NA,russia
Nikulochkina Lyudmila Ivanovna,67,Doctor,Kursk,Russia,51.7482395,36.1947023,NA,russia
Maxim Novikov,54,Doctor,Kursk,Russia,51.7482395,36.1947023,NA,russia
Novikova Zoya Ivanovna,60,Doctor,Moscow Oblast,Russia,55.340396,38.2917651,NA,russia
Novikova Lyubov Mikhailovna,59,Doctor,Ulyanovsk,Russia,54.3186575,48.397776,NA,russia
Novikova Lyudmila Valentinovna,55,Doctor,Ryazan Oblast,Russia,54.3875964,41.2595661,NA,russia
Novikova Olga Olegovna,46,Nurse,Saint Petersburg,Russia,59.9310584,30.3609096,NA,russia
Novikova Tamara Andreevna,65,Other,Republic of Tatarstan,Russia,55.1802364,50.7263945,NA,russia
Novoselov Victor Serafimovich,73,Doctor,Moscow,Russia,55.755826,37.6172999,NA,russia
Dmitry Novoselov,51,Doctor,Sverdlovsk Oblast,Russia,59.007735,61.9316226,NA,russia
Novokhatsky Sergey,56,Other,Orenburg,Russia,51.768156,55.0969797,NA,russia
Nogova Elena Vladimirovna,56,Doctor,Moscow,Russia,55.755826,37.6172999,NA,russia
Nugmanov Nail Gabdulsamatovich,56,Doctor,Samara,Russia,53.203772,50.1606382,NA,russia
Nuriakhmetova Vasila Karamovna,61,Doctor,Irkutsk Oblast,Russia,56.13214199999999,103.948625,NA,russia
Nurlygayanova Larisa Razifovna,54,Doctor,Republic of Bashkortostan,Russia,54.2312172,56.1645257,NA,russia
Odinaev Safarbek Makhmadshoevich,62,Other Medical,Bashkortostan,Russia,56.24397370000001,56.25425929999999,NA,russia
Ogurtsov Pavel Petrovich,60,Doctor,Moscow,Russia,55.755826,37.6172999,NA,russia
Oleinik Galina Vasilievna,63,Other,Yaroslavl Oblast,Russia,57.8991523,38.8388633,NA,russia
Omarova Aina Magomedovna,NA,Other Medical,Republic of Dagestan,Russia,42.14318859999999,47.0949799,NA,russia
Onoprienko Ludmila Grigorievna,66,Other Medical,Moscow Oblast,Russia,55.340396,38.2917651,NA,russia
Orevinina Irina Pavlovna,65,Other Medical,Yaroslavl Oblast,Russia,57.8991523,38.8388633,NA,russia
Orekhova Elena Anatolyevna,57,Doctor,Saint Petersburg,Russia,59.9310584,30.3609096,NA,russia
Oreshkin Alexey Yurievich,34,Doctor,Moscow,Russia,55.755826,37.6172999,NA,russia
Osipik Alexander Viktorovich,51,Other Medical,Yekaterinburg,Russia,56.8430993,60.64540859999999,NA,russia
Osipov Valery Sergeevich,74,Other Medical,Tver,Russia,56.85872140000001,35.9175965,NA,russia
Osipovich Natalya Mikhailovna,63,Nurse,Stavropol Krai,Russia,44.6680993,43.520214,NA,russia
Otradnova Irina Sergeevna,46,Nurse,Moscow Oblast,Russia,55.340396,38.2917651,NA,russia
Pavletsova Irina Afanasyevna,59,Nurse,Kursk Oblast,Russia,51.76340260000001,35.3811812,NA,russia
Pavlova Elena Alexandrovna,58,Other Medical,North Ossetia–Alania Republic,Russia,43.0451302,44.2870972,NA,russia
Pavlovichev Alexander Sergeevich,56,Doctor,Orenburg,Russia,51.768156,55.0969797,NA,russia
Padyshev Vitaliy Evgenievich,62,Doctor,Chuvashia Republic,Russia,55.55959920000001,46.9283535,NA,russia
Panafidin Nikolay Ivanovich,59,Other,Chelyabinsk Oblast,Russia,54.43194219999999,60.87889629999999,NA,russia
Panev Vladimir Vyacheslavovich,53,Doctor,Yaroslavl,Russia,57.62607440000001,39.8844709,NA,russia
Pankova Svetlana Vladimirovna,58,Other Medical,Vladimir Oblast,Russia,56.1553465,40.5926685,NA,russia
Pankratov Alexander Ivanovich,61,Other,Vladimir Oblast,Russia,56.1553465,40.5926685,NA,russia
Pankratov Vladimir Vladimirovich,69,Other,Moscow Oblast,Russia,55.340396,38.2917651,NA,russia
Panteleev Sergei Mikhailovich,68,Other,Tyumen,Russia,57.1553394,65.5618637,NA,russia
Paramonova Nadezhda Vladimirovna,68,Doctor,Vologda,Russia,59.21806649999999,39.8978053,NA,russia
Paraskeeva Valentina Alexandrovna,68,Doctor,Oryol,Russia,52.9668468,36.06248980000001,NA,russia
Parafilo Viktor Timofeevich,71,Other Medical,Saint Petersburg,Russia,59.9310584,30.3609096,NA,russia
Parshina Lyudmila Valentinovna,53,Nurse,Volgograd Oblast,Russia,49.7604522,45,NA,russia
Pasenov Nikolay Zalikovich,56,Doctor,Belgorod,Russia,50.5997134,36.5982621,NA,russia
Pasechnaya Irina Vladimirovna,55,Doctor,Orenburg,Russia,51.768156,55.0969797,NA,russia
Pakhmutova Galina Alexandrovna,60,Other Medical,Saint Petersburg,Russia,59.9310584,30.3609096,NA,russia
Pakhomov Vladimir Ivanovich,59,Other,Kirov,Russia,58.6030012,49.6679437,NA,russia
Pegusov Sergey Mikhailovich,65,Doctor,Voronezh,Russia,51.6683487,39.19192880000001,NA,russia
Perevezentsev Nikolay Vyacheslavovich,64,Other,Nizhny Novgorod,Russia,56.3268684,44.0058793,NA,russia
Pereverzev Sergey Petrovich,62,Other Medical,Kursk Oblast,Russia,51.76340260000001,35.3811812,NA,russia
Pereverzeva Claudia Ivanovna,74,Doctor,Kursk Oblast,Russia,51.76340260000001,35.3811812,NA,russia
Pershin Sergey Gennadievich,52,Other Medical,Moscow,Russia,55.755826,37.6172999,NA,russia
Petrakova Nadezhda Nikolaevna,44,Nurse,Smolensk,Russia,54.7903112,32.0503663,NA,russia
Petrov Boris Vladimirovich,73,Other,Saint Petersburg,Russia,59.9310584,30.3609096,NA,russia
Petrov Victor Mitrofanovich,62,Doctor,Voronezh Oblast,Russia,50.8589713,39.8644374,NA,russia
Petrov Petr Alexandrovich,68,Doctor,Belgorod,Russia,50.5997134,36.5982621,NA,russia
Petrova Natalya Gennadevna,38,Other Medical,Moscow Oblast,Russia,55.340396,38.2917651,NA,russia
Petrova Olga Gennadevna,53,Doctor,Altai Krai,Russia,51.7936298,82.6758596,NA,russia
Petrova Elvina Yakovlevna,83,Other Medical,Voronezh,Russia,51.6683487,39.19192880000001,NA,russia
Petrovsky Igor Vasilievich,66,Other,Tula Oblast,Russia,54.163768,37.5649507,NA,russia
Pikavtsova Elena Yuryevna,56,Nurse,Volgograd Oblast,Russia,49.7604522,45,NA,russia
Pisareva Elena Fedorovna,55,Other Medical,Sverdlovsk Oblast,Russia,59.007735,61.9316226,NA,russia
Piskunova Marina Anatolyevna,60,Other,Ryazan,Russia,54.6095418,39.7125857,NA,russia
Platonov Andrey Alexandrovich,42,Other Medical,Moscow Oblast,Russia,55.340396,38.2917651,NA,russia
Platoshina Lyudmila Ivanovna,70,Doctor,Moscow Oblast,Russia,55.340396,38.2917651,NA,russia
Plotnikov Vladimir Alexandrovich,55,Doctor,Chelyabinsk Oblast,Russia,54.43194219999999,60.87889629999999,NA,russia
Pluzhnik Alexander Anatolyevich,52,Doctor,Saint Petersburg,Russia,59.9310584,30.3609096,NA,russia
Pluzhnikov Alexander Alekseevich,43,Doctor,Chelyabinsk Oblast,Russia,54.43194219999999,60.87889629999999,NA,russia
Pluzhnikov Sergey Viktorovich,52,Other,Saratov Oblast,Russia,51.83692629999999,46.7539397,NA,russia
Celestial Alexey Semenovich,56,Doctor,Pskov Oblast,Russia,56.7708599,29.094009,NA,russia
Poeluev Vladimir Vladimirovich,48,Doctor,Mordovia Republic,Russia,54.2369441,44.068397,NA,russia
Pozhidaeva Olga Nikolaevna,61,Doctor,Kursk,Russia,51.7482395,36.1947023,NA,russia
Pokrovskaya Tatyana Borisovna,62,Nurse,Tula,Russia,54.204836,37.6184915,NA,russia
Polienko Igor Leonidovich,55,Doctor,Tula Oblast,Russia,54.163768,37.5649507,NA,russia
Polyakov Alexey Mikhailovich,51,Doctor,Tyumen,Russia,57.1553394,65.5618637,NA,russia
Polyakov Vladimir Ivanovich,66,Doctor,Moscow Oblast,Russia,55.340396,38.2917651,NA,russia
Polyakova Nina Dmitrievna,45,Other Medical,Kursk Oblast,Russia,51.76340260000001,35.3811812,NA,russia
Elena Nikolaevna Pometova,67,Other Medical,Leningrad Oblast,Russia,60.0793208,31.8926645,NA,russia
Popov Vasily Ivanovich,70,Doctor,Voronezh Oblast,Russia,50.8589713,39.8644374,NA,russia
Popova Valentina Ivanovna,54,Other,Moscow,Russia,55.755826,37.6172999,NA,russia
Popova Lyudmila Borisovna,59,Doctor,Orenburg,Russia,51.768156,55.0969797,NA,russia
Popova Nellya Alexandrovna,48,Nurse,Novosibirsk,Russia,54.9832693,82.8963831,NA,russia
Poshukailov Sergey Evgenievich,55,Other Medical,Voronezh,Russia,51.6683487,39.19192880000001,NA,russia
Pronin Yakov Vasilievich,65,Doctor,Moscow,Russia,55.755826,37.6172999,NA,russia
Proshkina Tatiana,NA,Nurse,Orenburg,Russia,51.768156,55.0969797,NA,russia
Putilina Maria Nikolaevna,46,Nurse,Moscow,Russia,55.755826,37.6172999,NA,russia
Puchkin Yuri Alekseevich,56,Doctor,Moscow,Russia,55.755826,37.6172999,NA,russia
Pshukova Radina Germanovna,45,Nurse,Kabardino-Balkarian Republic,Russia,43.3932469,43.5628498,NA,russia
Pyrkov Gennady Nikolaevich,41,Other Medical,Krasnodar Krai,Russia,45.6415289,39.7055977,NA,russia
Razavi Ziabari-Seyed Nagievich,53,Doctor,Tver,Russia,56.85872140000001,35.9175965,NA,russia
Razmyslova Svetlana Grigoryevna,45,Nurse,Komi Republic,Russia,63.8630539,54.831269,NA,russia
Rariy Vera Pavlovna,76,Doctor,Rostov Oblast,Russia,47.6853247,41.8258952,NA,russia
Revazova Zitta Germanovna,71,Doctor,Vladikavkaz,Russia,43.0252344,44.6659759,NA,russia
Revelskaya Tatiana Gennadievna,60,Doctor,Chelyabinsk Oblast,Russia,54.43194219999999,60.87889629999999,NA,russia
Reshetova Liana Dmitrievna,70,Doctor,Moscow,Russia,55.755826,37.6172999,NA,russia
Robustova Olga Vyacheslavovna,47,Doctor,Moscow,Russia,55.755826,37.6172999,NA,russia
Rogozin Alexey Igorevich,46,Doctor,Saint Petersburg,Russia,59.9310584,30.3609096,NA,russia
Rodikova Marina Alekseevna,NA,Nurse,Krasnoyarsk Krai,Russia,64.24797579999999,95.11041759999999,NA,russia
Rozhkova Natalya Borisovna,58,Nurse,Saint Petersburg,Russia,59.9310584,30.3609096,NA,russia
Rosolovsky Roman Ivanovich,47,Doctor,Murmansk,Russia,68.97331129999999,33.0855849,NA,russia
Rostomyan Melik Simonovich,56,Doctor,Kaliningrad,Russia,54.7104264,20.4522144,NA,russia
Rubatsova Galina Vasilievna,60,Doctor,Moscow Oblast,Russia,55.340396,38.2917651,NA,russia
Rubtsova Galina Pavlovna,63,Nurse,Kaluga,Russia,54.5135904,36.2636786,NA,russia
Ruzhenkov Viktor Alexandrovich,65,Doctor,Belgorod,Russia,50.5997134,36.5982621,NA,russia
Ruzankina Irina Viktorovna,47,Other Medical,Republic of Dagestan,Russia,42.14318859999999,47.0949799,NA,russia
Rumyantseva Elena Fedorovna,72,Doctor,Vladimir,Russia,56.1428026,40.3895795,NA,russia
Rutsinsky Anatoly,72,Other,Krasnodar,Russia,45.036035,38.97457060000001,NA,russia
Rusova Nina Petrovna,65,Nurse,Nizhny Novgorod,Russia,56.3268684,44.0058793,NA,russia
Rusyaeva Elena Pavlovna,54,Doctor,Nizhny Novgorod,Russia,56.3268684,44.0058793,NA,russia
Rybalko Viktor Ivanovich,73,Other Medical,Moscow Oblast,Russia,55.340396,38.2917651,NA,russia
Ryzhkov Oleg Mikhailovich,63,Doctor,Rostov-on-Don,Russia,47.2357137,39.701505,NA,russia
Ryzhkov Oleg Nikolaevich,55,Doctor,Chelyabinsk Oblast,Russia,54.43194219999999,60.87889629999999,NA,russia
Ryzhov Sergey Petrovich,57,Other Medical,Moscow,Russia,55.755826,37.6172999,NA,russia
Rylov Sergey Pavlovich,NA,Other,NA,Russia,61.52401,105.318756,NA,russia
Rylova Galina Dmitrievna,57,Other,Rostov Oblast,Russia,47.6853247,41.8258952,NA,russia
Rynda Antonina Yakovlevna,69,Doctor,Saint Petersburg,Russia,59.9310584,30.3609096,NA,russia
Rytenkov Sergey Mikhailovich,69,Doctor,Vologda,Russia,59.21806649999999,39.8978053,NA,russia
Ryabov Alexey Viktorovich,38,Doctor,Mordovia Republic,Russia,54.2369441,44.068397,NA,russia
Sabanova Fatima Tarkanovna,72,Other Medical,North Ossetia–Alania Republic,Russia,43.0451302,44.2870972,NA,russia
Sabirov Anvar Umarovich,51,Doctor,Pskov,Russia,57.8166994,28.3344735,NA,russia
Sabirova Elena Ivanovna,68,Other Medical,Krasnodar Krai,Russia,45.6415289,39.7055977,NA,russia
Saveliev Sergey Petrovich,63,Other Medical,Chelyabinsk Oblast,Russia,54.43194219999999,60.87889629999999,NA,russia
